1,0,3.95253e-323,2.10715e-317,89.9999
2,0,3.95253e-323,2.10715e-317,89.9999
3,0,3.95253e-323,2.10715e-317,89.9999
4,0,3.95253e-323,2.10715e-317,89.9999
5,0,3.95253e-323,2.10715e-317,89.9999
6,0,3.95253e-323,2.10715e-317,89.9999
7,0,3.95253e-323,2.10715e-317,89.9999
8,0,3.95253e-323,2.10715e-317,89.9999
9,0,3.95253e-323,2.10715e-317,89.9999
10,0,3.95253e-323,2.10715e-317,89.9999
11,0,3.95253e-323,2.10715e-317,89.9999
12,0,3.95253e-323,2.10715e-317,89.9999
13,0,3.95253e-323,2.10715e-317,89.9999
14,0,3.95253e-323,2.10715e-317,89.9999
15,0,3.95253e-323,2.10715e-317,89.9999
16,0,3.95253e-323,2.10715e-317,89.9999
17,0,3.95253e-323,2.10715e-317,89.9999
18,0,3.95253e-323,2.10715e-317,89.9999
19,0,3.95253e-323,2.10715e-317,89.9999
20,0,3.95253e-323,2.10715e-317,89.9999
21,0,3.95253e-323,2.10715e-317,89.9999
22,0,3.95253e-323,2.10715e-317,89.9999
23,0,3.95253e-323,2.10715e-317,89.9999
24,0,3.95253e-323,2.10715e-317,89.9999
25,0,3.95253e-323,2.10715e-317,89.9999
26,0,3.95253e-323,2.10715e-317,89.9999
27,0,3.95253e-323,2.10715e-317,89.9999
28,0,3.95253e-323,2.10715e-317,89.9999
29,0,3.95253e-323,2.10715e-317,89.9999
30,0,3.95253e-323,2.10715e-317,89.9999
31,0,3.95253e-323,2.10715e-317,89.9999
32,0,3.95253e-323,2.10715e-317,89.9999
33,0,3.95253e-323,2.10715e-317,89.9999
34,0,3.95253e-323,2.10715e-317,89.9999
35,0,3.95253e-323,2.10715e-317,89.9999
36,0,3.95253e-323,2.10715e-317,89.9999
37,0,3.95253e-323,2.10715e-317,89.9999
38,0,3.95253e-323,2.10715e-317,89.9999
39,0,3.95253e-323,2.10715e-317,89.9999
40,0,3.95253e-323,2.10715e-317,89.9999
41,0,3.95253e-323,2.10715e-317,89.9999
42,0,3.95253e-323,2.10715e-317,89.9999
43,0,3.95253e-323,2.10715e-317,89.9999
44,0,3.95253e-323,2.10715e-317,89.9999
45,0,3.95253e-323,2.10715e-317,89.9999
46,0,3.95253e-323,2.10715e-317,89.9999
47,0,3.95253e-323,2.10715e-317,89.9999
48,0,3.95253e-323,2.10715e-317,89.9999
49,0,3.95253e-323,2.10715e-317,89.9999
50,0,3.95253e-323,2.10715e-317,89.9999
51,0,3.95253e-323,2.10715e-317,89.9999
52,0,3.95253e-323,2.10715e-317,89.9999
53,0,3.95253e-323,2.10715e-317,89.9999
54,0,3.95253e-323,2.10715e-317,89.9999
55,0,3.95253e-323,2.10715e-317,89.9999
56,0,3.95253e-323,2.10715e-317,89.9999
57,0,3.95253e-323,2.10715e-317,89.9999
58,0,3.95253e-323,2.10715e-317,89.9999
59,0,3.95253e-323,2.10715e-317,89.9999
60,0,3.95253e-323,2.10715e-317,89.9999
61,0,3.95253e-323,2.10715e-317,89.9999
62,0,3.95253e-323,2.10715e-317,89.9999
